age,taille,sexe,niveau_activite,poids
41,163,Femme,Actif,79.4
19,187,Homme,Actif,72.4
19,186,Femme,Sédentaire,93.5
28,183,Femme,Sédentaire,61.0
55,148,Femme,Sédentaire,41.7
43,179,Femme,Modéré,63.9
69,189,Homme,Actif,69.5
42,162,Homme,Sédentaire,55.6
32,189,Femme,Modéré,71.0
64,152,Homme,Actif,45.1
37,199,Homme,Modéré,100.9
41,198,Femme,Modéré,100.6
59,171,Femme,Sédentaire,72.7
16,189,Femme,Actif,84.2
38,154,Femme,Modéré,52.8
17,175,Femme,Actif,62.8
10,188,Homme,Sédentaire,67.7
66,144,Femme,Actif,47.9
64,161,Femme,Modéré,47.9
12,155,Femme,Modéré,45.7
33,180,Homme,Actif,82.5
32,149,Femme,Modéré,61.5
68,163,Femme,Modéré,61.6
17,157,Femme,Modéré,62.4
63,188,Homme,Sédentaire,75.2
66,157,Femme,Sédentaire,44.3
56,146,Femme,Modéré,50.8
46,143,Femme,Actif,48.5
12,165,Homme,Sédentaire,60.5
60,144,Femme,Actif,44.1
42,199,Femme,Modéré,98.6
37,194,Femme,Modéré,71.7
56,155,Homme,Actif,47.3
17,174,Femme,Sédentaire,57.5
43,165,Femme,Actif,60.6
44,157,Femme,Actif,46.2
41,168,Homme,Modéré,56.3
33,162,Homme,Sédentaire,52.2
23,192,Femme,Actif,78.2
41,153,Homme,Sédentaire,41.1
65,154,Homme,Modéré,52.8
55,188,Homme,Sédentaire,91.0
52,172,Femme,Modéré,66.3
25,164,Femme,Sédentaire,71.6
13,160,Homme,Actif,66.6
61,156,Homme,Modéré,59.2
46,162,Homme,Actif,58.3
63,196,Femme,Modéré,84.8
30,182,Femme,Sédentaire,80.5
23,156,Homme,Sédentaire,50.7
40,197,Homme,Modéré,63.5
64,153,Homme,Modéré,55.0
57,168,Homme,Modéré,52.5
27,159,Femme,Sédentaire,48.3
16,169,Homme,Modéré,62.8
19,158,Femme,Modéré,54.2
16,192,Homme,Actif,65.5
42,178,Homme,Modéré,71.3
32,195,Homme,Actif,94.7
30,152,Homme,Actif,43.0
28,157,Homme,Actif,63.6
57,162,Femme,Sédentaire,45.5
28,185,Homme,Actif,97.0
45,172,Homme,Modéré,61.4
38,178,Homme,Sédentaire,71.1
69,179,Femme,Sédentaire,52.3
27,157,Femme,Sédentaire,53.8
11,148,Femme,Sédentaire,49.7
10,172,Femme,Sédentaire,64.3
56,171,Homme,Sédentaire,59.4
14,193,Homme,Sédentaire,71.4
29,156,Homme,Actif,61.8
20,158,Femme,Modéré,55.2
51,166,Homme,Modéré,73.4
11,145,Homme,Actif,42.9
12,174,Femme,Actif,62.7
32,195,Femme,Sédentaire,93.0
64,176,Femme,Sédentaire,53.1
21,173,Homme,Actif,54.9
29,159,Homme,Sédentaire,63.9
14,164,Femme,Modéré,49.7
46,143,Homme,Modéré,33.8
47,149,Femme,Sédentaire,61.3
39,149,Femme,Sédentaire,39.6
18,163,Homme,Sédentaire,59.9
43,160,Femme,Modéré,56.9
62,150,Femme,Sédentaire,33.8
53,166,Femme,Actif,58.4
44,155,Homme,Sédentaire,56.1
61,165,Femme,Actif,62.8
67,169,Femme,Sédentaire,70.6
31,188,Femme,Sédentaire,73.6
53,155,Femme,Modéré,58.0
33,146,Femme,Actif,42.5
26,155,Femme,Actif,42.7
19,174,Femme,Actif,54.8
39,197,Homme,Modéré,68.4
65,155,Homme,Actif,60.1
68,179,Femme,Modéré,55.9
55,151,Homme,Sédentaire,52.0
32,174,Homme,Sédentaire,64.2
41,188,Femme,Actif,76.7
26,160,Homme,Sédentaire,66.8
59,189,Femme,Sédentaire,73.9
60,182,Femme,Actif,79.0
26,175,Femme,Sédentaire,67.7
23,187,Femme,Actif,75.3
18,156,Femme,Actif,70.3
49,171,Homme,Sédentaire,51.7
11,180,Femme,Sédentaire,83.8
54,145,Homme,Sédentaire,50.4
34,163,Femme,Sédentaire,54.6
48,166,Femme,Sédentaire,74.1
18,159,Femme,Modéré,41.6
63,164,Homme,Sédentaire,55.0
31,141,Femme,Modéré,36.5
52,148,Femme,Actif,50.9
55,167,Femme,Sédentaire,52.0
13,192,Femme,Sédentaire,85.9
35,177,Homme,Sédentaire,67.2
67,142,Femme,Actif,41.5
38,159,Homme,Modéré,58.6
54,145,Femme,Modéré,44.6
43,178,Homme,Sédentaire,59.4
32,172,Homme,Sédentaire,89.9
46,194,Femme,Sédentaire,77.3
20,140,Femme,Sédentaire,30.1
15,176,Homme,Actif,60.3
27,145,Femme,Sédentaire,38.3
30,184,Femme,Actif,82.9
51,173,Femme,Sédentaire,68.7
45,186,Homme,Modéré,80.2
50,154,Femme,Modéré,49.5
47,184,Femme,Sédentaire,71.6
43,165,Femme,Sédentaire,56.9
26,196,Homme,Actif,83.6
46,153,Femme,Sédentaire,57.4
34,197,Homme,Sédentaire,89.3
47,193,Femme,Sédentaire,87.5
67,146,Homme,Modéré,50.1
21,185,Femme,Actif,84.4
32,197,Femme,Modéré,88.7
62,170,Homme,Actif,66.7
51,163,Homme,Modéré,67.9
31,198,Homme,Sédentaire,78.4
30,170,Femme,Modéré,56.2
36,168,Femme,Modéré,52.1
66,181,Femme,Actif,73.9
40,171,Femme,Actif,48.1
15,156,Homme,Modéré,56.9
36,153,Femme,Actif,50.7
49,179,Femme,Actif,81.4
43,175,Femme,Actif,61.2
21,197,Femme,Actif,83.0
54,187,Femme,Actif,88.7
66,163,Femme,Modéré,69.5
62,184,Femme,Actif,67.6
16,193,Homme,Sédentaire,84.0
19,166,Femme,Modéré,63.1
54,164,Femme,Modéré,62.2
26,198,Femme,Modéré,83.2
35,171,Femme,Actif,75.6
30,191,Homme,Sédentaire,59.6
37,157,Homme,Actif,51.1
67,185,Homme,Modéré,79.9
55,157,Homme,Modéré,57.6
11,176,Homme,Modéré,80.7
69,165,Homme,Modéré,69.7
63,148,Femme,Actif,46.3
52,199,Homme,Sédentaire,102.6
10,174,Homme,Sédentaire,60.1
60,147,Femme,Modéré,53.6
62,159,Homme,Sédentaire,69.3
45,193,Femme,Modéré,95.5
60,181,Femme,Modéré,73.1
35,161,Homme,Sédentaire,54.4
38,158,Femme,Modéré,43.5
30,169,Homme,Sédentaire,65.5
20,192,Homme,Modéré,68.8
49,167,Femme,Sédentaire,54.7
20,174,Femme,Modéré,55.8
45,182,Homme,Sédentaire,68.3
58,150,Femme,Modéré,49.3
68,170,Femme,Modéré,66.0
48,188,Homme,Modéré,71.4
49,187,Homme,Sédentaire,88.1
44,178,Femme,Actif,67.7
63,175,Homme,Modéré,60.1
43,169,Homme,Modéré,64.8
64,162,Homme,Sédentaire,73.2
56,158,Homme,Modéré,57.4
33,151,Homme,Modéré,47.7
63,154,Homme,Modéré,41.3
31,170,Homme,Modéré,61.7
14,182,Femme,Actif,75.2
65,176,Homme,Actif,64.5
42,176,Femme,Modéré,52.7
67,154,Femme,Modéré,46.1
45,168,Femme,Modéré,74.4
56,189,Homme,Actif,94.0
29,182,Homme,Actif,64.1
28,165,Femme,Sédentaire,65.4
44,183,Homme,Sédentaire,61.8
61,141,Femme,Modéré,52.1
52,159,Homme,Modéré,57.5
26,154,Homme,Actif,58.9
68,191,Femme,Modéré,61.5
54,143,Femme,Modéré,49.1
52,161,Femme,Actif,57.0
43,189,Homme,Actif,87.7
18,177,Femme,Actif,77.5
35,162,Homme,Actif,58.3
11,198,Homme,Sédentaire,79.2
62,165,Homme,Actif,66.3
18,190,Femme,Actif,78.8
18,150,Femme,Modéré,43.6
49,167,Femme,Modéré,53.7
26,195,Homme,Modéré,66.8
10,141,Homme,Sédentaire,40.7
34,198,Femme,Actif,99.2
52,147,Homme,Actif,48.7
49,168,Homme,Sédentaire,57.6
51,150,Femme,Actif,54.9
34,176,Femme,Modéré,60.4
48,157,Femme,Sédentaire,54.9
44,194,Homme,Actif,80.8
12,189,Homme,Sédentaire,86.9
59,153,Homme,Sédentaire,40.4
46,193,Homme,Actif,72.4
53,149,Homme,Modéré,37.9
53,174,Femme,Actif,64.2
60,148,Homme,Actif,56.1
39,174,Homme,Modéré,62.0
47,150,Homme,Actif,46.1
43,183,Femme,Actif,82.4
21,151,Femme,Actif,57.5
28,142,Femme,Sédentaire,43.8
46,192,Homme,Sédentaire,88.7
53,178,Femme,Sédentaire,59.5
68,153,Femme,Actif,61.2
68,195,Femme,Modéré,108.2
58,167,Homme,Sédentaire,65.7
26,150,Femme,Modéré,35.4
19,178,Homme,Actif,64.4
66,164,Homme,Sédentaire,64.1
64,160,Femme,Actif,53.1
58,149,Homme,Modéré,57.3
56,182,Femme,Sédentaire,78.7
21,154,Homme,Sédentaire,47.1
25,158,Femme,Sédentaire,55.2
33,187,Femme,Sédentaire,67.6
28,161,Femme,Modéré,55.6
17,160,Homme,Sédentaire,52.1
40,199,Femme,Actif,101.1
30,191,Homme,Sédentaire,103.4
26,183,Femme,Modéré,59.3
32,171,Homme,Sédentaire,47.5
46,189,Homme,Modéré,76.0
63,162,Femme,Modéré,45.8
25,152,Femme,Actif,51.1
15,144,Femme,Sédentaire,50.3
17,143,Femme,Sédentaire,54.2
34,167,Femme,Sédentaire,63.0
27,153,Homme,Actif,50.1
34,147,Femme,Actif,34.7
21,148,Femme,Modéré,48.4
24,196,Homme,Modéré,85.3
68,190,Femme,Modéré,86.3
35,174,Femme,Actif,60.2
50,176,Homme,Actif,64.1
54,160,Femme,Actif,45.0
35,197,Femme,Modéré,58.7
56,157,Femme,Actif,46.0
41,172,Homme,Modéré,51.1
19,147,Femme,Modéré,49.7
25,190,Homme,Sédentaire,73.8
16,188,Femme,Sédentaire,72.0
26,156,Homme,Sédentaire,46.4
32,182,Femme,Modéré,49.7
35,170,Homme,Sédentaire,76.7
30,173,Homme,Sédentaire,56.9
31,145,Homme,Sédentaire,43.7
67,161,Homme,Actif,45.7
16,153,Homme,Modéré,58.3
23,142,Homme,Sédentaire,45.2
24,151,Femme,Actif,44.5
62,175,Femme,Actif,63.8
16,151,Homme,Actif,61.6
18,184,Homme,Sédentaire,73.7
60,141,Homme,Actif,42.7
57,141,Homme,Modéré,38.1
17,154,Femme,Actif,38.7
59,162,Homme,Actif,56.5
68,168,Femme,Actif,64.8
32,156,Femme,Actif,61.6
38,171,Homme,Modéré,44.6
27,146,Homme,Sédentaire,39.7
40,169,Femme,Modéré,57.9
39,167,Femme,Modéré,61.3
61,153,Homme,Sédentaire,50.5
48,183,Homme,Actif,72.5
44,169,Homme,Sédentaire,66.3
27,156,Femme,Sédentaire,46.9
68,171,Femme,Modéré,72.5
51,185,Homme,Sédentaire,79.7
48,145,Femme,Actif,44.2
26,190,Femme,Modéré,96.8
23,163,Homme,Actif,70.9
40,145,Homme,Modéré,52.1
33,166,Femme,Actif,41.3
44,157,Femme,Sédentaire,65.9
53,163,Homme,Sédentaire,64.8
69,176,Homme,Sédentaire,86.8
54,195,Homme,Actif,97.8
43,163,Homme,Modéré,71.0
12,177,Homme,Modéré,77.2
46,173,Femme,Modéré,78.0
52,179,Femme,Sédentaire,89.7
49,186,Femme,Actif,78.4
35,154,Femme,Modéré,41.0
64,150,Homme,Actif,47.4
32,161,Homme,Modéré,60.1
53,193,Homme,Sédentaire,82.8
48,163,Femme,Actif,48.5
24,140,Femme,Modéré,33.5
65,157,Femme,Modéré,48.7
58,183,Homme,Modéré,81.8
13,151,Femme,Modéré,61.0
38,196,Homme,Sédentaire,95.1
31,182,Homme,Modéré,83.4
34,167,Homme,Modéré,60.7
22,179,Homme,Sédentaire,53.7
27,199,Homme,Modéré,81.7
42,146,Homme,Actif,45.2
25,162,Femme,Actif,53.8
54,160,Homme,Modéré,56.7
51,173,Homme,Sédentaire,69.8
53,150,Femme,Sédentaire,55.3
11,161,Homme,Sédentaire,54.9
64,181,Femme,Modéré,53.4
44,174,Femme,Modéré,62.2
51,191,Femme,Actif,80.7
43,168,Homme,Sédentaire,72.4
39,181,Homme,Modéré,66.5
68,167,Femme,Modéré,65.6
64,198,Homme,Modéré,89.7
22,157,Homme,Sédentaire,54.6
22,153,Femme,Sédentaire,58.0
27,157,Femme,Actif,49.3
41,167,Homme,Sédentaire,56.5
41,163,Femme,Modéré,58.4
44,147,Femme,Actif,43.4
68,181,Femme,Sédentaire,77.1
48,193,Homme,Sédentaire,74.0
55,184,Homme,Sédentaire,76.8
61,192,Homme,Sédentaire,80.0
38,147,Femme,Modéré,48.9
58,143,Homme,Sédentaire,42.2
38,166,Femme,Modéré,57.8
62,175,Homme,Modéré,68.3
53,144,Homme,Modéré,46.9
66,172,Femme,Actif,65.0
25,188,Homme,Modéré,95.8
65,173,Femme,Sédentaire,56.9
53,169,Homme,Actif,62.3
56,147,Homme,Sédentaire,37.3
66,178,Femme,Modéré,73.2
19,186,Femme,Sédentaire,64.5
39,165,Femme,Actif,57.6
34,196,Homme,Actif,80.2
48,176,Homme,Sédentaire,70.8
29,173,Homme,Sédentaire,60.9
14,146,Femme,Sédentaire,43.1
10,179,Femme,Actif,84.3
39,167,Femme,Modéré,63.7
58,178,Homme,Sédentaire,64.4
12,178,Homme,Modéré,67.3
54,167,Femme,Actif,75.1
23,153,Homme,Sédentaire,49.8
65,192,Femme,Sédentaire,73.5
39,189,Homme,Actif,71.2
59,177,Homme,Sédentaire,63.8
13,143,Femme,Modéré,41.3
27,181,Homme,Actif,59.5
46,157,Homme,Actif,45.9
34,183,Femme,Sédentaire,65.3
57,187,Femme,Actif,83.1
10,164,Homme,Sédentaire,56.1
62,146,Femme,Sédentaire,45.6
55,177,Homme,Actif,80.9
24,167,Femme,Sédentaire,72.2
18,144,Homme,Modéré,43.9
24,142,Homme,Modéré,40.5
58,183,Femme,Sédentaire,65.0
66,170,Homme,Modéré,69.6
33,186,Homme,Sédentaire,74.0
13,181,Femme,Modéré,68.3
21,197,Femme,Actif,75.9
68,159,Homme,Sédentaire,49.8
67,158,Femme,Sédentaire,57.3
46,187,Femme,Sédentaire,63.1
46,199,Homme,Sédentaire,98.9
52,150,Homme,Sédentaire,45.9
69,179,Femme,Sédentaire,69.1
15,142,Femme,Actif,36.3
48,162,Femme,Actif,57.6
65,146,Homme,Modéré,44.8
55,162,Homme,Sédentaire,57.3
33,146,Homme,Modéré,56.3
20,185,Homme,Modéré,77.1
22,173,Homme,Actif,58.7
43,181,Homme,Modéré,65.1
34,158,Homme,Actif,59.4
16,197,Femme,Modéré,100.5
61,148,Femme,Sédentaire,50.0
13,187,Homme,Modéré,84.2
68,190,Homme,Actif,86.0
17,157,Homme,Actif,64.7
29,180,Femme,Actif,52.3
38,187,Homme,Modéré,83.9
63,184,Femme,Modéré,84.5
62,181,Femme,Actif,58.9
60,164,Femme,Sédentaire,52.0
54,191,Femme,Sédentaire,70.9
55,153,Femme,Modéré,46.4
19,183,Homme,Modéré,68.8
52,164,Homme,Actif,61.1
43,158,Femme,Modéré,61.4
66,178,Homme,Modéré,80.0
35,194,Femme,Actif,73.3
50,154,Femme,Actif,46.2
58,155,Homme,Modéré,62.3
67,166,Homme,Sédentaire,66.0
12,179,Homme,Modéré,71.3
65,149,Homme,Sédentaire,52.0
15,143,Homme,Sédentaire,44.8
14,190,Femme,Sédentaire,85.1
14,158,Homme,Actif,52.4
63,167,Homme,Actif,63.6
56,160,Homme,Actif,44.7
32,198,Femme,Modéré,78.2
58,186,Homme,Actif,69.1
18,153,Femme,Actif,48.9
44,172,Homme,Modéré,56.9
29,187,Homme,Modéré,71.3
67,149,Femme,Sédentaire,38.8
58,158,Homme,Modéré,59.0
68,169,Homme,Modéré,62.1
51,161,Femme,Actif,43.8
44,142,Homme,Sédentaire,39.3
59,176,Femme,Sédentaire,71.3
27,180,Femme,Modéré,66.0
26,157,Femme,Actif,49.1
33,150,Femme,Actif,49.0
12,187,Femme,Actif,80.5
41,141,Homme,Actif,35.2
44,151,Homme,Modéré,53.9
47,193,Homme,Actif,73.0
22,145,Femme,Sédentaire,46.1
65,182,Femme,Sédentaire,72.5
56,198,Femme,Modéré,80.0
34,179,Femme,Actif,60.7
18,183,Homme,Actif,70.8
13,168,Homme,Actif,75.9
23,198,Femme,Actif,70.2
46,169,Femme,Modéré,77.3
43,141,Homme,Actif,42.2
20,148,Femme,Modéré,48.4
50,186,Femme,Actif,64.8
65,141,Femme,Actif,39.1
12,168,Homme,Sédentaire,57.8
68,172,Homme,Modéré,55.8
37,149,Femme,Sédentaire,47.5
38,173,Homme,Modéré,62.2
18,183,Femme,Actif,92.3
12,194,Femme,Actif,69.6
34,147,Homme,Modéré,48.2
43,176,Femme,Sédentaire,70.5
21,193,Femme,Modéré,70.0
51,199,Homme,Modéré,95.3
18,172,Femme,Actif,61.5
24,186,Femme,Sédentaire,51.9
49,145,Femme,Modéré,50.4
34,183,Homme,Sédentaire,62.5
14,179,Femme,Sédentaire,60.4
20,184,Homme,Modéré,81.5
68,158,Femme,Sédentaire,52.3
43,171,Femme,Actif,72.4
33,166,Femme,Actif,70.6
69,140,Femme,Actif,39.3
24,182,Homme,Actif,80.8
47,191,Homme,Sédentaire,72.0
17,172,Femme,Actif,84.9
68,179,Femme,Modéré,63.8
14,171,Femme,Actif,73.3
57,144,Femme,Modéré,50.9
35,156,Femme,Modéré,55.8
27,147,Femme,Actif,43.2
15,196,Femme,Actif,82.8
46,181,Femme,Sédentaire,50.9
69,173,Homme,Modéré,67.9
57,148,Homme,Actif,50.5
22,195,Homme,Sédentaire,85.2
37,162,Femme,Actif,39.4
14,174,Femme,Actif,55.1
22,189,Femme,Actif,70.6
26,146,Homme,Modéré,48.8
59,154,Femme,Actif,54.2
49,192,Homme,Sédentaire,79.2
54,193,Femme,Actif,89.0
41,159,Homme,Actif,47.8
38,189,Homme,Sédentaire,85.1
60,164,Homme,Sédentaire,63.0
67,142,Femme,Modéré,46.6
12,199,Homme,Modéré,85.0
65,194,Femme,Modéré,103.5
49,185,Femme,Modéré,80.4
43,163,Femme,Sédentaire,50.7
49,173,Femme,Actif,68.1
36,185,Femme,Actif,83.0
22,161,Homme,Actif,52.5
54,150,Femme,Modéré,56.9
42,187,Femme,Sédentaire,80.9
15,147,Femme,Sédentaire,32.4
33,178,Femme,Sédentaire,72.6
28,182,Femme,Actif,68.8
25,174,Homme,Modéré,71.5
49,188,Homme,Sédentaire,87.8
37,185,Femme,Modéré,77.3
42,177,Homme,Sédentaire,84.6
68,147,Homme,Modéré,46.4
68,193,Femme,Sédentaire,88.9
57,176,Homme,Modéré,75.6
50,166,Femme,Sédentaire,59.8
22,167,Homme,Sédentaire,67.9
52,179,Homme,Modéré,64.8
54,173,Homme,Modéré,62.0
34,171,Femme,Actif,52.8
62,154,Homme,Modéré,53.9
51,183,Homme,Sédentaire,76.9
45,156,Femme,Sédentaire,62.1
36,172,Femme,Modéré,72.1
47,186,Homme,Actif,73.2
69,185,Femme,Modéré,63.2
16,191,Homme,Sédentaire,85.0
14,193,Homme,Sédentaire,94.4
52,155,Femme,Actif,58.3
54,168,Femme,Modéré,71.3
67,148,Femme,Sédentaire,46.8
66,172,Homme,Sédentaire,60.9
60,199,Femme,Sédentaire,78.4
40,188,Homme,Modéré,77.2
32,168,Femme,Modéré,61.4
51,152,Homme,Actif,52.3
19,160,Femme,Sédentaire,55.3
41,197,Homme,Sédentaire,83.8
52,160,Femme,Actif,50.4
62,144,Homme,Sédentaire,51.5
39,149,Femme,Actif,49.4
48,145,Femme,Actif,45.2
40,195,Homme,Sédentaire,75.1
27,190,Femme,Modéré,65.0
45,196,Homme,Modéré,99.6
11,152,Homme,Modéré,54.7
23,140,Femme,Modéré,33.6
22,159,Homme,Sédentaire,61.4
38,196,Femme,Actif,95.1
21,186,Femme,Actif,77.4
48,185,Homme,Sédentaire,91.7
11,147,Femme,Modéré,48.9
41,149,Homme,Actif,39.4
22,148,Homme,Sédentaire,50.6
55,188,Femme,Sédentaire,80.4
36,180,Femme,Modéré,65.4
58,142,Homme,Sédentaire,47.8
50,150,Homme,Actif,38.2
26,151,Femme,Actif,56.9
49,149,Femme,Sédentaire,43.0
40,164,Femme,Actif,51.2
43,188,Femme,Sédentaire,76.5
69,188,Homme,Actif,82.3
33,164,Femme,Modéré,60.5
54,150,Homme,Actif,44.5
44,193,Homme,Modéré,76.3
57,175,Femme,Modéré,57.0
15,178,Homme,Sédentaire,67.6
28,192,Femme,Modéré,93.0
39,165,Homme,Actif,59.9
16,153,Femme,Actif,57.5
19,178,Homme,Modéré,83.5
50,195,Homme,Sédentaire,76.9
41,179,Femme,Modéré,68.7
43,140,Femme,Actif,55.9
37,195,Homme,Actif,100.1
69,193,Homme,Modéré,63.3
24,143,Femme,Modéré,47.4
39,169,Homme,Modéré,62.8
46,151,Femme,Actif,55.8
38,195,Homme,Actif,75.2
31,174,Femme,Actif,59.0
13,152,Homme,Sédentaire,46.1
29,191,Femme,Actif,74.0
41,170,Femme,Actif,70.6
45,177,Homme,Sédentaire,57.8
59,182,Femme,Sédentaire,66.7
13,162,Homme,Sédentaire,43.7
36,143,Femme,Sédentaire,51.2
26,191,Femme,Sédentaire,94.2
21,155,Femme,Sédentaire,50.5
31,146,Homme,Modéré,45.0
26,161,Femme,Modéré,60.6
19,168,Homme,Modéré,74.6
63,150,Femme,Modéré,52.3
10,195,Homme,Actif,75.7
31,172,Homme,Sédentaire,50.7
35,197,Homme,Actif,72.4
65,168,Femme,Sédentaire,62.7
68,198,Homme,Sédentaire,78.5
27,178,Femme,Actif,71.6
59,151,Homme,Modéré,46.4
23,146,Homme,Actif,40.1
56,198,Homme,Actif,72.4
38,194,Homme,Sédentaire,100.4
21,178,Femme,Sédentaire,78.2
45,181,Homme,Sédentaire,89.1
68,187,Homme,Modéré,82.6
44,165,Femme,Actif,56.4
61,179,Homme,Actif,83.2
21,148,Homme,Modéré,48.0
16,180,Homme,Actif,73.4
38,173,Homme,Actif,65.5
20,184,Femme,Sédentaire,50.8
42,152,Femme,Modéré,62.0
15,194,Homme,Sédentaire,88.3
56,194,Femme,Modéré,86.5
24,175,Femme,Sédentaire,66.8
41,164,Homme,Actif,60.5
60,163,Femme,Modéré,53.7
20,183,Homme,Modéré,79.9
67,156,Femme,Sédentaire,44.0
32,141,Femme,Modéré,44.8
35,152,Femme,Actif,54.7
43,170,Homme,Actif,61.9
55,168,Femme,Actif,65.2
43,189,Homme,Sédentaire,68.0
38,167,Homme,Modéré,53.3
13,199,Femme,Sédentaire,89.9
26,166,Homme,Actif,66.2
44,154,Femme,Modéré,38.8
22,170,Homme,Actif,68.1
50,179,Homme,Modéré,65.3
48,154,Femme,Modéré,50.8
24,172,Femme,Sédentaire,53.2
64,159,Femme,Modéré,49.2
38,181,Femme,Actif,81.6
38,151,Homme,Modéré,50.4
20,176,Homme,Actif,64.6
61,148,Homme,Sédentaire,47.4
41,162,Femme,Actif,61.6
11,147,Homme,Modéré,50.4
56,171,Femme,Actif,63.7
23,187,Homme,Actif,88.4
29,153,Femme,Modéré,58.3
31,166,Homme,Actif,64.0
20,164,Homme,Modéré,59.6
36,152,Femme,Sédentaire,55.4
12,194,Homme,Actif,86.3
26,160,Femme,Sédentaire,64.5
53,184,Homme,Actif,83.6
65,170,Homme,Actif,54.8
37,176,Femme,Sédentaire,58.1
38,187,Femme,Actif,69.6
30,197,Homme,Actif,96.7
56,182,Homme,Sédentaire,57.2
25,193,Homme,Actif,86.4
46,144,Homme,Modéré,47.9
68,152,Homme,Actif,58.9
29,167,Homme,Actif,62.9
15,182,Femme,Actif,59.5
28,164,Femme,Sédentaire,51.4
66,190,Femme,Modéré,66.6
14,174,Homme,Modéré,61.7
12,186,Homme,Actif,74.2
68,178,Homme,Sédentaire,58.6
10,146,Femme,Sédentaire,56.3
67,177,Femme,Modéré,56.5
69,171,Homme,Sédentaire,76.1
47,142,Homme,Actif,51.5
24,184,Femme,Actif,83.6
43,178,Femme,Sédentaire,63.1
44,176,Femme,Actif,71.3
58,194,Homme,Modéré,68.4
34,189,Homme,Actif,88.3
33,161,Homme,Sédentaire,56.5
21,147,Femme,Modéré,44.9
27,156,Femme,Actif,44.6
24,191,Homme,Modéré,54.7
53,166,Homme,Sédentaire,52.0
25,172,Femme,Actif,75.0
36,185,Homme,Actif,71.2
17,156,Femme,Modéré,52.3
69,181,Femme,Actif,78.5
55,151,Homme,Actif,62.5
34,187,Femme,Actif,90.8
26,185,Homme,Actif,65.3
38,166,Femme,Sédentaire,44.6
62,187,Femme,Actif,101.7
17,147,Homme,Modéré,62.2
24,162,Femme,Sédentaire,59.2
36,199,Homme,Modéré,72.0
55,181,Homme,Modéré,81.5
59,188,Femme,Modéré,76.6
61,198,Homme,Sédentaire,84.9
16,168,Homme,Sédentaire,69.7
12,189,Homme,Sédentaire,82.2
38,159,Homme,Actif,46.6
53,155,Homme,Modéré,50.5
62,156,Homme,Sédentaire,58.4
33,155,Femme,Modéré,56.5
69,158,Homme,Sédentaire,56.9
67,195,Femme,Sédentaire,94.3
12,195,Femme,Sédentaire,79.5
29,147,Homme,Modéré,48.7
55,177,Femme,Actif,47.0
24,177,Femme,Sédentaire,64.7
34,192,Homme,Sédentaire,89.5
39,168,Homme,Sédentaire,58.8
23,180,Homme,Actif,66.7
16,175,Femme,Modéré,57.8
26,165,Femme,Modéré,68.1
53,170,Homme,Modéré,68.3
29,183,Homme,Modéré,82.0
45,199,Femme,Sédentaire,66.6
18,151,Femme,Actif,49.1
47,194,Femme,Sédentaire,79.6
57,156,Femme,Actif,51.5
66,154,Homme,Modéré,47.8
69,148,Femme,Actif,45.9
31,178,Femme,Sédentaire,77.8
63,181,Femme,Sédentaire,53.3
62,187,Femme,Modéré,95.6
62,151,Homme,Sédentaire,53.5
11,171,Homme,Sédentaire,64.0
33,164,Femme,Actif,66.5
17,178,Femme,Sédentaire,55.9
20,157,Homme,Modéré,49.3
22,154,Homme,Modéré,51.3
26,171,Femme,Sédentaire,76.3
17,145,Femme,Modéré,46.0
30,197,Homme,Actif,90.6
27,183,Homme,Actif,67.8
39,182,Homme,Sédentaire,77.7
27,191,Homme,Sédentaire,98.6
55,174,Homme,Actif,75.6
56,173,Homme,Modéré,65.1
40,177,Femme,Sédentaire,75.3
47,195,Homme,Sédentaire,90.2
41,193,Homme,Modéré,87.6
20,196,Homme,Sédentaire,97.3
54,144,Homme,Modéré,52.5
34,157,Femme,Modéré,53.3
42,155,Femme,Modéré,57.5
69,147,Homme,Modéré,45.1
47,164,Femme,Modéré,51.7
50,171,Femme,Actif,62.0
17,165,Femme,Modéré,59.3
20,191,Femme,Actif,62.1
31,161,Femme,Modéré,63.7
60,170,Femme,Sédentaire,43.3
33,182,Homme,Actif,99.9
50,149,Homme,Sédentaire,58.8
26,195,Homme,Modéré,80.7
21,196,Homme,Modéré,84.6
66,151,Homme,Sédentaire,52.2
55,192,Femme,Modéré,74.6
41,167,Homme,Sédentaire,63.0
24,145,Homme,Modéré,45.3
25,198,Femme,Modéré,85.1
63,159,Femme,Actif,57.0
31,144,Homme,Sédentaire,37.4
37,162,Femme,Modéré,58.0
29,148,Femme,Sédentaire,49.3
42,197,Femme,Actif,86.9
19,198,Femme,Sédentaire,83.7
49,168,Homme,Actif,71.7
41,155,Femme,Sédentaire,50.3
59,193,Homme,Sédentaire,84.5
69,185,Homme,Actif,88.6
42,161,Femme,Modéré,56.4
11,147,Femme,Modéré,48.9
42,198,Femme,Modéré,85.1
42,159,Homme,Sédentaire,65.0
50,190,Femme,Sédentaire,76.6
22,153,Femme,Modéré,60.5
39,178,Femme,Sédentaire,68.7
42,176,Femme,Sédentaire,60.2
22,189,Femme,Modéré,85.9
61,173,Homme,Actif,63.1
35,150,Femme,Sédentaire,53.7
31,193,Femme,Sédentaire,55.9
48,179,Femme,Sédentaire,70.5
11,172,Homme,Sédentaire,61.0
47,170,Femme,Actif,54.4
48,198,Homme,Modéré,79.7
